Season,TeamID,TeamName,ConfAbbrev,is_tourney_team,tourney_seed_num,kp_tempo,kp_ranktempo,kp_adjtempo,kp_rankadjtempo,kp_oe,kp_rankoe,kp_adjoe,kp_rankadjoe,kp_de,kp_rankde,kp_adjde,kp_rankadjde,kp_adjem,kp_rankadjem,rs_games,rs_wins,rs_avg_pts_for,rs_avg_pts_against,rs_avg_margin,rs_margin_std,rs_fgm,rs_fga,rs_fgm3,rs_fga3,rs_ftm,rs_fta,rs_orb,rs_drb,rs_ast,rs_to,rs_stl,rs_blk,rs_pf,rs_opp_fgm,rs_opp_fga,rs_opp_fgm3,rs_opp_fga3,rs_opp_ftm,rs_opp_fta,rs_opp_or,rs_opp_dr,rs_opp_ast,rs_opp_to,rs_opp_stl,rs_opp_blk,rs_opp_pf,rs_win_pct,rs_fg_pct,rs_fg3_pct,rs_ft_pct,rs_fg2_pct,rs_efg_pct,rs_to_rate,rs_or_pct,rs_dr_pct,rs_ft_rate,rs_ast_to_ratio,rs_opp_fg_pct,rs_opp_fg3_pct,rs_opp_ft_pct,rs_opp_fg2_pct,rs_opp_efg_pct,rs_opp_to_rate,rs_opp_ft_rate,lms_slope,lms_r2,lms_residual_std,lms_consistency,lms_margin_vs_weak_surplus
2026,1155,Clemson,acc,1,8.0,65.5,318,64.2,333,112.3,99,116.5,71,101.1,37,97.3,20,19.2,32,29,21,74.72413793103448,65.93103448275862,8.793103448275861,15.208971295974406,25.586206896551722,55.724137931034484,8.172413793103448,24.03448275862069,15.379310344827585,21.20689655172414,7.9655172413793105,23.82758620689655,12.931034482758621,8.482758620689655,5.793103448275862,3.6206896551724137,16.24137931034483,22.551724137931036,54.48275862068966,7.275862068965517,23.24137931034483,13.551724137931034,18.103448275862068,7.551724137931035,21.551724137931036,10.344827586206897,9.793103448275861,5.137931034482759,5.0,18.275862068965516,0.7241379310344828,0.4591584158415841,0.3400286944045911,0.7252032520325202,0.5495103373231773,0.5324876237623761,0.11535215230235393,0.26985981308411217,0.7593406593406593,0.3805693069306931,1.524390243902439,0.4139240506329114,0.31305637982195844,0.7485714285714286,0.48896247240618107,0.4806962025316456,0.13556085918854416,0.33227848101265817,-54.381030251707024,0.6808138127047625,8.75022092878653,0.17488557599278243,10.129973474801062
2026,1156,Cleveland St,horizon,0,,71.4,38,69.7,59,110.1,136,109.4,165,124.4,364,124.0,362,-14.6,278,28,7,78.39285714285714,88.39285714285714,-10.0,13.299958228840003,25.357142857142858,57.17857142857143,11.035714285714286,29.464285714285715,16.642857142857142,21.857142857142858,7.25,19.714285714285715,15.071428571428571,10.75,4.392857142857143,4.642857142857143,19.357142857142858,30.642857142857142,62.42857142857143,10.214285714285714,28.142857142857142,16.892857142857142,22.285714285714285,10.892857142857142,22.892857142857142,18.107142857142858,9.142857142857142,6.142857142857143,6.25,19.142857142857142,0.25,0.443472829481574,0.37454545454545457,0.761437908496732,0.5167525773195876,0.5399750156152404,0.13862790611989242,0.24052132701421802,0.6441073512252042,0.38226108682073706,1.4019933554817277,0.49084668192219677,0.3629441624365482,0.7580128205128205,0.5958333333333333,0.5726544622425629,0.11235166069798469,0.3569794050343249,-26.769584394646344,0.14640055634808913,12.521966764422013,0.617376743586999,5.214285714285714
2026,1157,Coastal Car,sun_belt,0,,68.3,182,66.8,211,102.7,295,101.8,305,105.3,97,108.6,158,-6.8,215,30,18,71.76666666666667,72.76666666666667,-1.0,13.434387169524692,24.6,60.36666666666667,8.666666666666666,25.7,13.9,19.066666666666666,8.866666666666667,27.266666666666666,9.9,8.6,4.433333333333334,4.333333333333333,18.566666666666666,25.1,61.96666666666667,7.1,21.933333333333334,15.466666666666667,21.766666666666666,9.6,26.133333333333333,9.6,7.666666666666667,5.1,3.6666666666666665,16.666666666666668,0.6,0.40750966316951964,0.3372243839169909,0.7290209790209791,0.4596153846153846,0.4792932081722805,0.11117431097781685,0.25333333333333335,0.7396021699819167,0.31584759801214796,1.1511627906976745,0.4050564819795589,0.32370820668693007,0.7105666156202144,0.4496253122398002,0.4623453469607316,0.09678831133854027,0.3512641204948897,-0.38710097772927393,4.1830991621250035e-05,13.67189643103934,0.9935323117251023,0.7857142857142857
2026,1158,Col Charleston,caa,0,,68.3,189,67.6,166,109.2,152,108.0,186,107.4,144,108.2,149,-0.2,153,30,20,75.93333333333334,73.63333333333334,2.3,11.45651448469084,25.733333333333334,57.333333333333336,6.8,21.833333333333332,17.666666666666668,23.833333333333332,8.7,24.933333333333334,13.466666666666667,9.766666666666667,5.3,5.933333333333334,16.833333333333332,26.5,63.3,8.966666666666667,27.833333333333332,11.666666666666666,16.8,10.066666666666666,22.533333333333335,14.166666666666666,8.333333333333334,5.6,5.033333333333333,19.4,0.6666666666666666,0.44883720930232557,0.3114503816793893,0.7412587412587414,0.5333333333333333,0.5081395348837209,0.12588073552156728,0.27854855923159016,0.7123809523809523,0.4156976744186046,1.3788395904436859,0.4186413902053713,0.3221556886227545,0.6944444444444444,0.494360902255639,0.48946814112690895,0.10545141642342543,0.26540284360189575,-27.593932063155776,0.22173030954600037,10.285787564080591,0.5291175204512273,3.5666666666666664
2026,1159,Colgate,patriot,0,,66.9,250,66.8,209,110.2,131,107.7,195,111.5,257,114.7,289,-7.0,215,29,15,75.3103448275862,76.17241379310344,-0.8620689655172413,11.679420661791143,27.517241379310345,58.86206896551724,7.379310344827586,20.482758620689655,12.89655172413793,17.344827586206897,7.344827586206897,23.06896551724138,14.137931034482758,9.068965517241379,5.620689655172414,4.413793103448276,17.17241379310345,26.551724137931036,59.48275862068966,8.586206896551724,24.862068965517242,14.482758620689655,20.0,9.03448275862069,22.896551724137932,14.655172413793103,9.275862068965518,5.137931034482759,4.0344827586206895,16.482758620689655,0.5172413793103449,0.46748681898066785,0.3602693602693603,0.7435387673956262,0.5247079964061095,0.5301698886936146,0.12001898399138419,0.24287343215507412,0.7185821697099892,0.2946690099589924,1.55893536121673,0.4463768115942029,0.34535367545076284,0.7241379310344828,0.5189243027888446,0.5185507246376811,0.1195980793170905,0.336231884057971,-25.83797760495582,0.40648648992614755,9.162916713281534,0.3624370698306343,4.63129973474801
2026,1160,Colorado,big_twelve,0,,70.1,90,68.7,106,113.1,87,118.9,53,112.7,285,106.8,126,12.1,58,29,16,79.48275862068965,78.72413793103448,0.7586206896551724,16.775098833887668,28.0,59.827586206896555,7.310344827586207,20.896551724137932,16.17241379310345,21.586206896551722,8.689655172413794,22.517241379310345,15.620689655172415,8.620689655172415,5.862068965517241,5.172413793103448,17.379310344827587,27.551724137931036,60.10344827586207,8.206896551724139,22.17241379310345,15.413793103448276,21.103448275862068,8.310344827586206,22.93103448275862,13.758620689655173,9.793103448275861,5.206896551724138,4.758620689655173,18.551724137931036,0.5517241379310345,0.4680115273775216,0.34983498349834985,0.7492012779552716,0.5314437555358725,0.5291066282420749,0.1105979366848932,0.2748091603053435,0.7304250559284117,0.3608069164265129,1.8119999999999998,0.45840504876649457,0.370139968895801,0.7303921568627452,0.51,0.5266781411359724,0.12367829707178565,0.35111876075731496,-39.207608585422896,0.17367296505414687,15.528810923283698,0.5832591152116859,4.169950738916256
2026,1161,Colorado St,mwc,0,,64.4,348,63.0,358,116.7,48,118.9,52,111.6,260,109.4,183,9.5,72,28,18,76.0,71.67857142857143,4.321428571428571,15.91889995135894,25.107142857142858,51.17857142857143,9.821428571428571,24.857142857142858,15.964285714285714,20.607142857142858,7.642857142857143,21.785714285714285,15.571428571428571,9.428571428571429,4.642857142857143,3.8214285714285716,16.642857142857142,25.178571428571427,55.392857142857146,8.607142857142858,24.392857142857142,12.714285714285714,18.142857142857142,8.285714285714286,18.571428571428573,12.178571428571429,8.321428571428571,5.535714285714286,3.642857142857143,19.035714285714285,0.6428571428571429,0.4905792044661549,0.39511494252873564,0.7746967071057191,0.5807327001356852,0.5865317515701326,0.13532354629705567,0.2915531335149864,0.7244655581947743,0.4026517794836008,1.6515151515151514,0.4545454545454545,0.35285505124450955,0.7007874015748031,0.5345622119815667,0.5322372662798194,0.11606360086076352,0.3275306254029658,-30.601716641722575,0.3156990283119062,13.419361108045447,0.4381289931737835,7.25
2026,1162,Columbia,ivy,0,,67.1,238,66.7,219,110.2,134,108.5,182,108.6,182,110.5,204,-2.0,164,25,14,75.08,73.24,1.84,16.20102877391844,27.48,58.6,8.08,22.24,12.04,17.08,9.64,23.48,15.08,11.0,4.68,5.44,16.76,25.8,57.96,7.2,20.68,14.44,19.4,8.08,19.8,14.88,8.92,5.96,5.32,15.88,0.56,0.4689419795221843,0.36330935251798563,0.7049180327868853,0.5335533553355335,0.5378839590443686,0.14264373301242816,0.327445652173913,0.743979721166033,0.29146757679180885,1.3709090909090909,0.4451345755693582,0.3481624758220503,0.7443298969072165,0.4989270386266095,0.5072463768115942,0.1182772886390156,0.3347135955831608,-33.443921147221985,0.3029139284698059,13.817437180660441,0.4496238300309452,11.705454545454545
2026,1163,Connecticut,big_east,1,2.0,66.1,293,64.4,322,116.3,50,122.0,30,97.7,11,94.1,11,27.9,10,30,27,78.7,65.16666666666667,13.533333333333333,14.48598212621152,28.633333333333333,58.63333333333333,8.566666666666666,23.466666666666665,12.866666666666667,18.3,9.533333333333333,23.433333333333334,18.633333333333333,9.1,7.033333333333333,6.4,18.1,21.733333333333334,54.56666666666667,5.933333333333334,19.4,15.766666666666667,21.733333333333334,8.3,19.733333333333334,10.466666666666667,10.9,5.1,4.766666666666667,17.366666666666667,0.9,0.48834565093803295,0.3650568181818182,0.7030965391621129,0.5706161137440757,0.561398521887436,0.12007600415207868,0.32574031890660593,0.7384453781512604,0.3121091529277999,2.0476190476190474,0.3982895540623091,0.30584192439862545,0.7254601226993865,0.4492890995260663,0.4526572999389127,0.1452765140744953,0.3982895540623091,-19.12438107284026,0.0838206174612871,14.11101278779727,0.7104820947483781,5.180952380952382
2026,1164,Coppin St,meac,0,,69.1,145,68.0,136,92.8,362,92.1,360,116.5,340,119.7,346,-27.6,304,28,6,64.03571428571429,81.10714285714286,-17.071428571428573,17.407807042581386,21.892857142857142,54.5,6.0,19.642857142857142,14.25,21.214285714285715,9.035714285714286,19.428571428571427,11.571428571428571,13.357142857142858,6.142857142857143,4.678571428571429,18.857142857142858,26.642857142857142,56.464285714285715,9.357142857142858,24.464285714285715,18.464285714285715,24.857142857142858,9.678571428571429,23.428571428571427,16.607142857142858,10.571428571428571,8.25,5.714285714285714,18.107142857142858,0.21428571428571427,0.4017038007863696,0.3054545454545455,0.6717171717171717,0.4559426229508196,0.4567496723460026,0.1730391975422882,0.27832783278327833,0.6674846625766871,0.38925294888597645,0.8663101604278074,0.47185325743200507,0.38248175182481753,0.742816091954023,0.5401785714285714,0.5547122074636306,0.13557831479818985,0.44022770398481975,-52.231713792477585,0.47962330177262325,12.796706014512061,0.30745158885993884,8.285714285714286
2026,1165,Cornell,ivy,0,,71.3,41,71.2,18,119.5,21,119.8,47,117.6,345,119.3,342,0.5,140,24,12,85.125,84.25,0.875,16.572141369334783,29.458333333333332,61.083333333333336,11.916666666666666,31.291666666666668,14.291666666666666,19.166666666666668,8.666666666666666,22.166666666666668,19.583333333333332,10.458333333333334,4.791666666666667,4.791666666666667,19.833333333333332,29.708333333333332,61.083333333333336,8.75,23.25,16.083333333333332,22.666666666666668,8.625,22.208333333333332,16.791666666666668,9.791666666666666,5.625,4.458333333333333,18.125,0.5,0.4822646657571623,0.38082556591211714,0.7456521739130434,0.5888111888111887,0.5798090040927694,0.13077003230176099,0.2807017543859649,0.7198917456021651,0.31377899045020463,1.8725099601593624,0.48635743519781716,0.3763440860215054,0.7095588235294117,0.553964757709251,0.5579809004092768,0.12111154631099381,0.3710777626193724,-31.60680665624515,0.33351154804001004,13.833354976389776,0.42249541297058946,6.708333333333333
2026,1166,Creighton,big_east,0,,68.6,171,67.5,170,109.2,157,116.2,74,109.3,205,105.2,97,11.0,61,30,14,75.56666666666666,75.66666666666667,-0.1,18.096198876921736,26.633333333333333,58.833333333333336,9.9,28.333333333333332,12.4,16.4,8.066666666666666,23.733333333333334,15.466666666666667,9.0,4.966666666666667,4.8,14.333333333333334,28.833333333333332,63.03333333333333,7.3,20.266666666666666,10.7,15.3,9.766666666666667,23.033333333333335,14.566666666666666,8.933333333333334,5.966666666666667,4.6,16.266666666666666,0.4666666666666667,0.4526912181303116,0.34941176470588237,0.7560975609756099,0.5486338797814208,0.5368271954674221,0.1199211185531295,0.25937834941050375,0.7084577114427861,0.2787535410764872,1.7185185185185186,0.4574299312533051,0.36019736842105265,0.6993464052287581,0.5035074045206547,0.5153358011634056,0.11351314719436162,0.24272871496562667,-68.77340869992625,0.25321251469217887,15.914971289102489,0.4967977397783483,5.814285714285714
2026,1167,CS Bakersfield,big_west,0,,72.6,14,70.1,40,99.3,336,101.9,303,114.7,320,117.2,320,-15.3,295,28,6,71.39285714285714,82.42857142857143,-11.035714285714286,12.682686194199125,24.0,58.07142857142857,4.75,16.535714285714285,18.642857142857142,25.071428571428573,9.464285714285714,21.071428571428573,10.642857142857142,11.714285714285714,6.678571428571429,7.035714285714286,20.428571428571427,27.642857142857142,58.892857142857146,8.357142857142858,22.821428571428573,18.785714285714285,25.892857142857142,9.821428571428571,23.785714285714285,15.107142857142858,11.178571428571429,6.714285714285714,5.571428571428571,19.428571428571427,0.21428571428571427,0.4132841328413284,0.28725701943844495,0.7435897435897435,0.46345657781599314,0.4541820418204182,0.14494803082797142,0.28464017185821694,0.6820809248554913,0.43173431734317347,0.9085365853658537,0.46937537901758636,0.36619718309859156,0.7255172413793103,0.5346534653465347,0.5403274711946634,0.13722051731696625,0.43966040024257125,-9.107895610981933,0.014051896267958774,12.833156278945774,0.8814593054349741,0.6785714285714288
2026,1168,CS Fullerton,big_west,0,,75.5,2,72.8,5,106.6,216,109.4,166,109.0,195,109.0,167,0.4,152,28,13,80.71428571428571,83.35714285714286,-2.642857142857143,15.544951033872788,27.464285714285715,61.642857142857146,8.892857142857142,25.785714285714285,16.892857142857142,23.785714285714285,7.607142857142857,22.785714285714285,14.964285714285714,9.892857142857142,7.035714285714286,4.285714285714286,19.178571428571427,28.642857142857142,60.714285714285715,10.035714285714286,28.392857142857142,16.035714285714285,21.714285714285715,8.0,27.107142857142858,16.75,12.392857142857142,5.535714285714286,4.964285714285714,20.142857142857142,0.4642857142857143,0.4455388180764774,0.3448753462603878,0.7102102102102102,0.5179282868525896,0.5176709154113557,0.12064249751746484,0.21913580246913578,0.740139211136891,0.3858632676709154,1.5126353790613718,0.4717647058823529,0.3534591194968554,0.738486842105263,0.5756906077348066,0.5544117647058824,0.14992309420527797,0.35764705882352943,-33.026844281064584,0.26540441741896514,13.57715333174549,0.48482583778011035,4.642857142857142
2026,1169,CS Northridge,big_west,0,,75.3,3,73.5,2,106.7,214,108.9,175,107.5,146,109.3,177,-0.4,147,28,16,80.67857142857143,80.89285714285714,-0.21428571428571427,15.178828195774054,29.464285714285715,64.14285714285714,6.892857142857143,20.678571428571427,14.857142857142858,22.678571428571427,9.535714285714286,25.714285714285715,16.75,11.821428571428571,5.75,4.642857142857143,18.357142857142858,26.928571428571427,62.535714285714285,10.392857142857142,30.321428571428573,16.642857142857142,21.821428571428573,8.321428571428571,23.714285714285715,15.428571428571429,10.357142857142858,7.392857142857143,6.5,19.071428571428573,0.5714285714285714,0.45935412026726063,0.33333333333333337,0.6551181102362206,0.5193097781429746,0.5130846325167038,0.1375498670212766,0.28678839957035446,0.7555089192025184,0.35356347438752783,1.4169184290030212,0.4306110793832096,0.34275618374558303,0.762684124386252,0.5133037694013305,0.5137064534551685,0.1255498216326672,0.34894346087949746,-12.622468106457447,0.03489659430667669,15.195688334559762,0.8131936984288894,1.357142857142857
2026,1170,CS Sacramento,big_sky,0,,72.3,21,71.6,11,104.3,266,105.9,231,114.8,324,114.2,279,-8.3,91,26,6,76.8076923076923,84.92307692307692,-8.115384615384615,11.535430371085157,25.115384615384617,60.53846153846154,6.961538461538462,21.692307692307693,19.615384615384617,25.076923076923077,8.73076923076923,21.76923076923077,12.0,10.153846153846153,5.6923076923076925,4.269230769230769,18.576923076923077,29.53846153846154,61.30769230769231,9.653846153846153,26.5,16.192307692307693,22.346153846153847,10.038461538461538,26.96153846153846,17.192307692307693,10.115384615384615,6.269230769230769,5.846153846153846,19.307692307692307,0.23076923076923078,0.414866581956798,0.32092198581560283,0.7822085889570553,0.4673267326732673,0.4723634053367217,0.12424231015398518,0.2446120689655172,0.6844014510278115,0.4142312579415502,1.1818181818181819,0.4818067754077792,0.36429608127721336,0.7246127366609295,0.5712707182320442,0.5605395232120451,0.1244887912753711,0.3644918444165621,-17.137906985718445,0.04113788713126165,11.528591876478945,0.7971752304789633,3.615384615384615
2026,1171,Dartmouth,ivy,0,,69.2,138,69.5,69,105.2,245,104.7,257,112.6,283,114.1,275,-9.4,231,24,9,72.375,77.04166666666667,-4.666666666666667,14.039282363260677,23.75,55.333333333333336,9.833333333333334,27.083333333333332,15.041666666666666,20.583333333333332,6.708333333333333,23.625,12.75,10.125,4.208333333333333,5.666666666666667,16.875,27.75,61.458333333333336,7.916666666666667,23.583333333333332,13.625,19.083333333333332,9.25,23.833333333333332,13.916666666666666,8.333333333333334,5.916666666666667,5.0,17.875,0.375,0.4292168674698795,0.36307692307692313,0.7307692307692308,0.4926253687315633,0.5180722891566265,0.13587868214453466,0.21964529331514326,0.7186311787072244,0.3719879518072289,1.2592592592592593,0.45152542372881355,0.3356890459363958,0.7139737991266376,0.5236523652365236,0.5159322033898305,0.10658026559802188,0.3105084745762712,-23.87544131084898,0.20585965635475423,12.792225783995423,0.546282404622926,5.666666666666667
2026,1172,Davidson,a_ten,0,,63.9,356,63.6,343,107.5,195,109.6,161,104.7,87,104.7,89,4.9,95,27,16,70.33333333333333,68.4074074074074,1.9259259259259258,15.828226796857681,25.074074074074073,55.333333333333336,8.814814814814815,23.962962962962962,11.37037037037037,17.59259259259259,8.592592592592593,20.962962962962962,13.333333333333334,9.0,6.222222222222222,5.148148148148148,17.037037037037038,24.22222222222222,54.03703703703704,6.481481481481482,20.0,13.481481481481481,19.77777777777778,8.25925925925926,22.37037037037037,11.555555555555555,9.851851851851851,5.703703703703703,4.37037037037037,16.74074074074074,0.5925925925925926,0.45314591700133866,0.3678516228748068,0.6463157894736843,0.5182998819362455,0.5327978580990629,0.12487153134635148,0.2775119617224881,0.7173637515842839,0.31793842034805886,1.4814814814814816,0.44825222755311855,0.32407407407407407,0.6816479400749064,0.5212187159956474,0.5082248115147361,0.13571705545011123,0.36600411240575736,-54.29709993740872,0.3346315584651399,13.166793770779018,0.4215265274317759,6.535612535612536
2026,1173,Dayton,a_ten,0,,68.1,196,66.9,204,108.4,175,110.6,145,101.4,39,99.7,32,10.9,61,29,20,75.89655172413794,70.55172413793103,5.344827586206897,15.30703820858927,24.379310344827587,53.93103448275862,7.620689655172414,22.20689655172414,19.517241379310345,25.896551724137932,7.620689655172414,22.310344827586206,14.482758620689655,10.551724137931034,8.206896551724139,5.758620689655173,16.79310344827586,24.17241379310345,55.3448275862069,8.172413793103448,22.75862068965517,14.03448275862069,19.862068965517242,8.724137931034482,22.724137931034484,12.586206896551724,13.310344827586206,6.689655172413793,5.310344827586207,20.689655172413794,0.6896551724137931,0.45204603580562663,0.34316770186335405,0.7536617842876164,0.5282608695652175,0.5226982097186701,0.13906309647161474,0.25113636363636366,0.7188888888888889,0.48017902813299235,1.3725490196078431,0.4367601246105919,0.3590909090909091,0.7065972222222222,0.49100529100529094,0.5105919003115265,0.1719805385753239,0.3588785046728972,-46.2512727900238,0.39874883378963755,12.086937202220414,0.36853437639912845,7.655172413793103
2026,1174,Delaware,cusa,0,,64.0,354,63.1,354,103.9,275,104.4,262,113.6,303,115.7,303,-11.3,245,28,9,68.39285714285714,73.60714285714286,-5.214285714285714,12.251552109856494,23.464285714285715,51.857142857142854,8.75,23.714285714285715,12.714285714285714,16.214285714285715,5.071428571428571,22.214285714285715,12.142857142857142,9.75,4.607142857142857,4.857142857142857,14.642857142857142,25.357142857142858,58.142857142857146,8.821428571428571,25.464285714285715,14.071428571428571,18.071428571428573,9.357142857142858,22.357142857142858,15.214285714285714,8.357142857142858,6.107142857142857,4.428571428571429,14.714285714285714,0.32142857142857145,0.45247933884297525,0.3689759036144578,0.7841409691629955,0.5228426395939088,0.5368457300275482,0.14183586525073255,0.18489583333333331,0.7036199095022624,0.31267217630854,1.2454212454212454,0.4361179361179361,0.3464235624123422,0.7786561264822134,0.5060109289617486,0.5119778869778869,0.11224959705272852,0.3108108108108108,2.0839976258670654,0.0012321212465431497,12.477242129845669,0.96489841532718,0.3681318681318686
2026,1175,Delaware St,meac,0,,66.0,296,65.3,291,89.8,365,87.1,365,107.2,140,114.3,282,-27.2,296,23,3,59.43478260869565,73.1304347826087,-13.695652173913043,14.602100666462952,21.043478260869566,54.82608695652174,4.6521739130434785,16.043478260869566,12.695652173913043,18.565217391304348,7.913043478260869,19.217391304347824,9.869565217391305,10.173913043478262,6.608695652173913,4.826086956521739,17.869565217391305,25.782608695652176,53.04347826086956,6.6521739130434785,18.956521739130434,14.91304347826087,21.130434782608695,8.565217391304348,24.608695652173914,14.478260869565217,11.565217391304348,5.826086956521739,6.304347826086956,16.391304347826086,0.13043478260869565,0.3838223632038065,0.28997289972899726,0.6838407494145199,0.4226457399103139,0.4262490087232355,0.13904734740444952,0.24331550802139038,0.6917057902973396,0.33862014274385405,0.9700854700854701,0.48606557377049187,0.35091743119266056,0.7057613168724279,0.5612244897959184,0.5487704918032787,0.15648531626506026,0.3983606557377049,-31.154468661203012,0.25936415260473644,12.862322524955323,0.49072192997858577,7.695652173913043
2026,1176,Denver,summit,0,,69.4,122,67.9,144,116.1,51,116.0,76,121.0,360,122.0,359,-6.0,197,28,12,80.78571428571429,84.07142857142857,-3.2857142857142856,14.455185261779972,28.25,60.642857142857146,8.642857142857142,23.321428571428573,15.642857142857142,20.107142857142858,9.107142857142858,21.678571428571427,11.392857142857142,8.607142857142858,3.7142857142857144,3.2142857142857144,18.357142857142858,30.0,60.92857142857143,8.25,22.535714285714285,15.821428571428571,22.392857142857142,9.428571428571429,22.571428571428573,12.678571428571429,7.785714285714286,5.321428571428571,4.428571428571429,18.321428571428573,0.42857142857142855,0.4658421672555948,0.3705972434915773,0.7779751332149201,0.5253588516746411,0.5371024734982331,0.11021072656764468,0.2874859075535513,0.6969001148105626,0.3315665488810365,1.3236514522821576,0.492379835873388,0.3660855784469097,0.7065390749601276,0.5665116279069767,0.5600820633059789,0.09909631434441878,0.3675263774912075,-26.327781249015512,0.11365308872654889,13.868220494006822,0.6628752623633962,3.0
2026,1177,DePaul,big_east,0,,67.7,214,66.2,241,103.7,279,107.1,209,102.8,62,100.3,34,6.8,83,29,16,71.17241379310344,69.17241379310344,2.0,16.115653437397,24.82758620689655,56.3448275862069,7.344827586206897,22.20689655172414,14.172413793103448,20.413793103448278,8.89655172413793,21.689655172413794,15.241379310344827,10.724137931034482,5.551724137931035,5.206896551724138,18.03448275862069,23.93103448275862,55.10344827586207,6.793103448275862,18.896551724137932,14.517241379310345,20.655172413793103,8.241379310344827,22.03448275862069,13.724137931034482,10.931034482758621,6.482758620689655,5.655172413793103,17.482758620689655,0.5517241379310345,0.44063647490820074,0.3307453416149068,0.6942567567567567,0.5121212121212121,0.5058139534883721,0.14101238732611496,0.28762541806020064,0.7246543778801844,0.3623011015911873,1.4212218649517685,0.4342928660826032,0.3594890510948905,0.7028380634390652,0.4733333333333333,0.4959324155193992,0.14550896004700353,0.3748435544430538,-34.47858800539621,0.3214947222901794,13.518287174411004,0.4329949539111848,7.923076923076923
2026,1178,Detroit,horizon,0,,69.8,103,68.8,100,109.4,150,107.9,190,112.6,281,112.1,238,-4.2,179,27,13,76.70370370370371,80.29629629629629,-3.5925925925925926,13.112704524354234,27.185185185185187,61.55555555555556,6.7407407407407405,19.25925925925926,15.592592592592593,19.85185185185185,10.481481481481481,22.814814814814813,13.25925925925926,10.11111111111111,5.296296296296297,4.777777777777778,19.40740740740741,27.37037037037037,60.111111111111114,8.925925925925926,26.11111111111111,16.62962962962963,22.74074074074074,9.333333333333334,22.296296296296298,16.11111111111111,8.851851851851851,5.7407407407407405,4.777777777777778,17.74074074074074,0.48148148148148145,0.4416365824308063,0.35,0.7854477611940299,0.4833625218914186,0.4963898916967509,0.1257577711853476,0.319774011299435,0.7096774193548387,0.32250300842358604,1.3113553113553114,0.4553296364756623,0.34184397163120567,0.7312703583061889,0.5424836601307189,0.5295748613678373,0.11209290109560258,0.3783117683302526,-23.484490019715583,0.17977248451427952,12.110891457489574,0.5760041456402203,6.175925925925926
2026,1179,Drake,mvc,0,,67.8,211,67.2,186,108.0,185,109.9,155,111.7,263,112.6,249,-2.7,162,29,10,74.03448275862068,76.79310344827586,-2.7586206896551726,14.539736616826989,25.551724137931036,58.724137931034484,9.068965517241379,26.517241379310345,13.862068965517242,19.586206896551722,8.03448275862069,22.96551724137931,12.931034482758621,8.172413793103448,4.9655172413793105,4.758620689655173,17.551724137931036,26.79310344827586,59.62068965517241,9.655172413793103,25.79310344827586,13.551724137931034,19.689655172413794,9.310344827586206,24.82758620689655,14.551724137931034,8.931034482758621,5.448275862068965,4.137931034482759,17.413793103448278,0.3448275862068966,0.4351145038167939,0.34200260078023403,0.7077464788732395,0.5117773019271948,0.5123311802701116,0.10822313143859137,0.2444910807974817,0.7115384615384616,0.3335290663534938,1.5822784810126582,0.44939271255060725,0.37433155080213903,0.6882661996497372,0.5066258919469928,0.5303643724696356,0.11566424322538005,0.3302486986697513,-9.321201890614448,0.012488135743603634,14.71379951148513,0.8882496722886074,-0.16995073891625578
2026,1180,Drexel,caa,0,,65.2,326,64.2,334,103.2,283,102.4,296,103.3,67,107.1,130,-4.7,182,29,15,67.65517241379311,67.51724137931035,0.13793103448275862,13.468810897591291,24.344827586206897,55.3448275862069,7.689655172413793,22.03448275862069,11.275862068965518,17.103448275862068,9.068965517241379,22.655172413793103,13.0,9.689655172413794,5.241379310344827,5.724137931034483,16.862068965517242,23.275862068965516,55.93103448275862,5.862068965517241,19.0,15.10344827586207,20.0,8.586206896551724,21.724137931034484,11.03448275862069,9.586206896551724,5.862068965517241,4.517241379310345,16.586206896551722,0.5172413793103449,0.43987538940809967,0.3489827856025039,0.6592741935483872,0.5,0.5093457943925234,0.1335399003915903,0.2945128779395296,0.7251655629139073,0.30903426791277255,1.3416370106761566,0.4161528976572133,0.308529945553539,0.7551724137931035,0.4715219421101774,0.46855733662145493,0.12899034892353378,0.35758323057953145,-15.699853545814044,0.0489071498543604,13.376356889091056,0.778850390336405,1.933497536945813
2026,1181,Duke,acc,1,1.0,67.1,239,65.3,287,122.5,4,128.0,4,94.3,2,89.1,2,38.9,1,29,27,82.82758620689656,62.48275862068966,20.344827586206897,16.5319514492153,28.82758620689655,57.89655172413793,9.0,25.448275862068964,16.17241379310345,22.17241379310345,10.310344827586206,26.79310344827586,17.103448275862068,9.931034482758621,6.931034482758621,4.862068965517241,15.724137931034482,22.517241379310345,58.0,7.9655172413793105,26.448275862068964,9.482758620689655,13.379310344827585,7.482758620689655,18.93103448275862,11.758620689655173,10.89655172413793,6.0,3.8620689655172415,18.137931034482758,0.9310344827586207,0.4979154258487195,0.3536585365853659,0.7293934681181959,0.6110520722635494,0.5756402620607505,0.12800455127293414,0.35259433962264153,0.7816901408450704,0.3829660512209649,1.722222222222222,0.3882282996432818,0.3011734028683181,0.7087628865979382,0.46120218579234973,0.45689655172413796,0.14570806743148032,0.23067776456599284,-43.404047186072034,0.32250684191757795,13.857143411165353,0.4321031414793898,7.8694581280788185
